MMTC Name,Dispensing Locations,Medical Marijuana (mgs THC),Low-THC Cannabis (mgs CBD),Marijuana in a Form for Smoking (oz),Report Date
GTI (Rise Dispensaries),6,934012,9499,430.601,2020-05-01
One Plant,3,378539,0,503.795,2020-05-01
The Botanist,1,0,0,56.749,2020-05-01
Trulieve,46,59215799,1408989,24535.671,2020-04-24
Surterra Welln ess,39,13708767,587752,3384.145,2020-04-24
Curaleaf,28,8959201,255986,1647.394,2020-04-24
Liberty Health Sciences,23,7160688,99143,2340.91,2020-04-24
Fluent,20,6132886,266310,1010.4,2020-04-24
AltMed Florida (MüV),19,9519019,209673,2483.677,2020-04-24
GrowHealthy,14,9463826,336326,1101.041,2020-04-24
VidaCann,13,3563659,76202,362.325,2020-04-24
Columbia Care Florida,13,188850,17100,566.982,2020-04-24
MedMen,10,1116621,12962,305.085,2020-04-24
Harvest,6,803592,3170,471.721,2020-04-24
GTI (Rise Dispensaries),6,773882,13631,464.826,2020-04-24
One Plant,3,228762,2600,544.199,2020-04-24
The Botanist,1,0,0,69.198,2020-04-24
Trulieve,46,54868764,1286658,19624.544,2020-04-17
Surterra Welln ess,39,12252069,482233,3116.949,2020-04-17
Curaleaf,28,9589829,167921,2485.556,2020-04-17
Liberty Health Sciences,23,5791806,166901,2043.455,2020-04-17
Fluent,20,4823249,209010,977.443,2020-04-17
AltMed Florida (MüV),19,8182255,125630,2019.178,2020-04-17
GrowHealthy,14,3350932,127356,712.285,2020-04-17
VidaCann,13,3207704,58639,150.218,2020-04-17
Columbia Care Florida,11,129600,18900,393.125,2020-04-17
Harvest,6,833091,725,439.739,2020-04-17
GTI (Rise Dispensaries),6,654988,8654,363.245,2020-04-17
One Plant,3,52757,0,630.59,2020-04-17
The Botanist,1,0,0,62.457,2020-04-17
Trulieve,45,45279954,1181459,14882.291,2020-04-10
Surterra Welln ess,39,9017089,357557,2666.241,2020-04-10
Curaleaf,28,8864690,143323,1746.265,2020-04-10
Liberty Health Sciences,23,4540186,81029,1806.139,2020-04-10
Fluent,19,4817710,224325,844.527,2020-04-10
AltMed Florida (MüV),19,6975162,169671,1756.621,2020-04-10
GrowHealthy,14,2876977,102342,917.123,2020-04-10
VidaCann,13,3195789,55584,171.285,2020-04-10
Columbia Care Florida,11,119400,14100,436.503,2020-04-10
MedMen,10,1245153,13470,300.268,2020-04-10
Harvest,6,753973,4788,367.571,2020-04-10
GTI (Rise Dispensaries),6,730937,6344,348.771,2020-04-10
One Plant,2,91040,0,527.457,2020-04-10
The Botanist,1,0,0,58.133,2020-04-10
Trulieve,45,45464287,1262070,18277.946,2020-04-03
Surterra Welln ess,39,9890969,444152,2798.606,2020-04-03
Curaleaf,28,6157708,217163,2895.628,2020-04-03
Liberty Health Sciences,23,5119111,111520,1752.446,2020-04-03
Fluent,19,4736845,307170,1029.032,2020-04-03
AltMed Florida (MüV),18,8158020,156079,1739.183,2020-04-03
GrowHealthy,14,3536987,107287,403.189,2020-04-03
VidaCann,13,3288711,59591,167.475,2020-04-03
MedMen,10,1465702,13526,329.617,2020-04-03
Columbia Care Florida,10,120765,8400,431.625,2020-04-03
Harvest,6,730109,1160,392.199,2020-04-03
GTI (Rise Dispensaries),6,779907,10585,243.414,2020-04-03
One Plant,2,76484,0,486.969,2020-04-03
The Botanist,1,0,0,49.824,2020-04-03
Trulieve,45,54598637,1754597,16825.646,2020-03-27
Surterra Welln ess,39,10291461,532924,2332.532,2020-03-27
Curaleaf,28,6678999,260876,2683.575,2020-03-27
Liberty Health Sciences,23,5545857,149610,2016.19,2020-03-27
Fluent,19,4923341,253861,758.82,2020-03-27
AltMed Florida (MüV),18,8912345,175522,1559.572,2020-03-27
GrowHealthy,14,3296875,129693,693.391,2020-03-27
VidaCann,13,3488538,92668,148.594,2020-03-27
MedMen,10,1612859,17833,350.4,2020-03-27
Columbia Care Florida,10,143850,16815,523.3,2020-03-27
Harvest,6,303425,3045,535.455,2020-03-27
GTI (Rise Dispensaries),6,728541,8390,272.884,2020-03-27
One Plant,2,138256,0,509.408,2020-03-27
The Botanist,1,0,0,41.402,2020-03-27
Trulieve,45,60738742,1155351,21568.037,2020-03-20
Surterra Welln ess,39,13987633,755416,3544.629,2020-03-20
Liberty Health Sciences,23,6351864,223143,2286.74,2020-03-20
Fluent,19,5799851,360060,918.731,2020-03-20
AltMed Florida (MüV),18,13077554,238179,1838.826,2020-03-20
GrowHealthy,14,4729548,171163,510.263,2020-03-20
VidaCann,13,4260943,128857,205.318,2020-03-20
MedMen,10,2169928,39019,454.478,2020-03-20
Columbia Care Florida,10,183015,30600,424.965,2020-03-20
Harvest,6,394280,2755,505.193,2020-03-20
GTI (Rise Dispensaries),6,1166312,19094,602.433,2020-03-20
The Botanist,1,0,0,67.972,2020-03-20
Trulieve,45,44712157,1034377,14415.432,2020-03-13
Surterra Welln ess,39,9661300,553313,2742.58,2020-03-13
Curaleaf,28,10147345,259285,2165.995,2020-03-13
Liberty Health Sciences,23,4593946,194855,1727.681,2020-03-13
Fluent,19,4097225,275470,822.117,2020-03-13
AltMed Florida (MüV),18,8535582,154979,1649.111,2020-03-13
GrowHealthy,14,2701950,149097,613.797,2020-03-13
VidaCann,13,3185925,105598,202.044,2020-03-13
MedMen,10,1581689,19607,294.522,2020-03-13
Columbia Care Florida,10,123900,24450,398.394,2020-03-13
Harvest,6,285015,2790,378.839,2020-03-13
GTI (Rise Dispensaries),6,926411,30452,525.996,2020-03-13
One Plant,2,331675,1810,322.845,2020-03-13
The Botanist,1,0,0,72.004,2020-03-13
Trulieve,45,52534693,467903,11241.54,2020-03-06
Surterra Welln ess,39,9635094,540726,2494.641,2020-03-06
Curaleaf,28,10789975,277116,2018.991,2020-03-06
Liberty Health Sciences,23,4365201,131362,2218.485,2020-03-06
Fluent,19,5568885,377140,382.744,2020-03-06
AltMed Florida (MüV),18,8974998,218569,1881.212,2020-03-06
GrowHealthy,14,6043651,261746,817.923,2020-03-06
VidaCann,13,3112373,152814,246.012,2020-03-06
MedMen,10,1619552,17862,257.004,2020-03-06
Columbia Care Florida,10,129900,26550,405.29,2020-03-06
Harvest,6,272675,1470,424.364,2020-03-06
GTI (Rise Dispensaries),6,928467,17644,465.764,2020-03-06
One Plant,2,248144,0,234.963,2020-03-06
The Botanist,1,0,0,0.0,2020-03-06
Trulieve,45,45693102,377252,13814.723,2020-02-28
Surterra Welln ess,39,9103055,511783,2426.385,2020-02-28
Curaleaf,28,10425127,317415,1901.696,2020-02-28
Liberty Health Sciences,23,4855326,157835,1857.005,2020-02-28
Fluent,19,4652553,265500,423.563,2020-02-28
AltMed Florida (MüV),18,8353542,163742,2078.16,2020-02-28
GrowHealthy,14,3157405,140049,860.421,2020-02-28
VidaCann,13,3428378,66415,274.979,2020-02-28
MedMen,10,1445723,33051,188.858,2020-02-28
Columbia Care Florida,10,122850,13500,378.159,2020-02-28
Harvest,6,272380,3365,284.15,2020-02-28
GTI (Rise Dispensaries),6,912859,14946,477.927,2020-02-28
One Plant,1,48704,500,297.588,2020-02-28
The Botanist,1,0,0,0.088,2020-02-28
Trulieve,45,48362117,201176,14726.449,2020-02-21
Surterra Welln ess,39,8473759,505477,2010.681,2020-02-21
Curaleaf,28,13120208,420905,881.324,2020-02-21
Liberty Health Sciences,23,4464043,149008,2542.936,2020-02-21
Fluent,19,4078552,253530,1056.71,2020-02-21
AltMed Florida (MüV),17,7813345,163499,1894.795,2020-02-21
GrowHealthy,14,2772864,123941,812.959,2020-02-21
VidaCann,13,2890252,66530,387.875,2020-02-21
MedMen,10,1308167,22584,148.173,2020-02-21
Columbia Care Florida,10,102915,13050,313.0,2020-02-21
Harvest,6,271855,1560,245.302,2020-02-21
GTI (Rise Dispensaries),6,849763,8236,349.426,2020-02-21
One Plant,1,18440,0,267.784,2020-02-21
The Botanist,1,0,0,0.0,2020-02-21
Trulieve,45,44556590,197070,11336.441,2020-02-14
Surterra Welln ess,38,8799018,521486,1968.635,2020-02-14
Curaleaf,28,10532287,354989,369.113,2020-02-14
Liberty Health Sciences,23,4206075,173120,2311.527,2020-02-14
Fluent,18,3804358,300000,1077.922,2020-02-14
AltMed Florida (MüV),17,7387632,145164,2237.38,2020-02-14
GrowHealthy,14,2865999,142358,1140.627,2020-02-14
VidaCann,13,2783379,51935,385.896,2020-02-14
MedMen,10,1372285,24991,185.91,2020-02-14
Columbia Care Florida,10,137700,17250,537.875,2020-02-14
Harvest,6,247317,4225,211.971,2020-02-14
GTI (Rise Dispensaries),6,772042,16497,390.156,2020-02-14
One Plant,1,40858,0,285.623,2020-02-14
The Botanist,1,0,0,0.0,2020-02-14
Trulieve,43,43920562,201548,11300.893,2020-02-07
Surterra Welln ess,38,9566710,521820,1931.648,2020-02-07
Curaleaf,28,10699037,326009,2023.453,2020-02-07
Liberty Health Sciences,23,4491315,165795,2668.19,2020-02-07
Fluent,18,4290198,313808,1004.929,2020-02-07
AltMed Florida (MüV),16,8311281,118825,2105.408,2020-02-07
VidaCann,13,3002836,50544,428.653,2020-02-07
GrowHealthy,12,2349209,189100,1195.922,2020-02-07
MedMen,10,1406968,20028,143.823,2020-02-07
Columbia Care Florida,8,136350,16050,329.95,2020-02-07
Harvest,6,297967,1595,287.373,2020-02-07
GTI (Rise Dispensaries),6,956048,17904,265.628,2020-02-07
One Plant,1,0,0,239.942,2020-02-07
The Botanist,1,0,0,0.0,2020-02-07
Trulieve,43,37019080,182615,8663.012,2020-01-31
Surterra Welln ess,37,9486817,527498,2031.543,2020-01-31
Curaleaf,28,9271140,327683,1352.823,2020-01-31
Liberty Health Sciences,23,5420589,165310,3562.115,2020-01-31
Fluent,18,3806046,290610,1051.408,2020-01-31
AltMed Florida (MüV),16,8105797,136865,2299.898,2020-01-31
VidaCann,13,2467382,68847,521.315,2020-01-31
GrowHealthy,12,2293047,131279,946.242,2020-01-31
MedMen,10,1213579,13240,94.132,2020-01-31
Columbia Care Florida,8,98400,18000,291.2,2020-01-31
Harvest,6,281684,4095,228.862,2020-01-31
GTI (Rise Dispensaries),6,949699,20536,311.363,2020-01-31
One Plant,1,417,0,365.568,2020-01-31
The Botanist,1,0,0,0.0,2020-01-31
Trulieve,43,40031028,294232,9476.998,2020-01-24
Surterra Welln ess,37,9626609,656378,1072.054,2020-01-24
Curaleaf,28,7856464,429479,1850.366,2020-01-24
Liberty Health Sciences,23,4230745,184005,2835.684,2020-01-24
Fluent,18,3688521,240916,858.097,2020-01-24
AltMed Florida (MüV),16,6154339,104825,1785.379,2020-01-24
VidaCann,13,2714556,81470,504.582,2020-01-24
GrowHealthy,12,2240053,95737,1136.551,2020-01-24
MedMen,10,1511295,17836,96.368,2020-01-24
Columbia Care Florida,8,86567,15000,326.375,2020-01-24
Harvest,6,163410,4015,268.539,2020-01-24
GTI (Rise Dispensaries),6,766661,17937,366.86,2020-01-24
One Plant,1,30567,0,217.67,2020-01-24
Trulieve,43,38184277,437044,9184.065,2020-01-17
Surterra Welln ess,37,10071281,754558,992.093,2020-01-17
Curaleaf,28,7489937,115154,1709.126,2020-01-17
Liberty Health Sciences,23,4734662,208800,2558.395,2020-01-17
Fluent,18,3771825,262760,754.458,2020-01-17
AltMed Florida (MüV),14,8151296,123465,1989.953,2020-01-17
VidaCann,13,2667368,63693,304.374,2020-01-17
GrowHealthy,12,2654436,115987,1373.416,2020-01-17
MedMen,10,1462948,17303,73.162,2020-01-17
Columbia Care Florida,7,66600,8250,246.75,2020-01-17
Harvest,6,167820,1450,238.696,2020-01-17
GTI (Rise Dispensaries),6,702567,15628,341.37,2020-01-17
One Plant,1,49483,0,240.128,2020-01-17
Trulieve,43,37790649,528997,9099.311,2020-01-10
Surterra Welln ess,37,10915655,650009,1023.736,2020-01-10
Curaleaf,28,7227153,112375,2083.905,2020-01-10
Liberty Health Sciences,22,4434516,168275,2343.171,2020-01-10
Fluent,18,3478780,216680,611.396,2020-01-10
VidaCann,13,2709948,68238,365.091,2020-01-10
AltMed Florida (MüV),13,6723991,116041,1615.89,2020-01-10
GrowHealthy,12,1929419,106675,678.777,2020-01-10
MedMen,10,1249690,16183,74.704,2020-01-10
Columbia Care Florida,7,55800,7200,163.115,2020-01-10
Harvest,6,186850,1595,249.628,2020-01-10
GTI (Rise Dispensaries),6,723066,11050,333.689,2020-01-10
One Plant,1,67314,0,312.651,2020-01-10
Trulieve,42,27998999,404843,7200.583,2020-01-03
Surterra Welln ess,37,8003252,345393,766.231,2020-01-03
Curaleaf,28,6346583,84987,1785.206,2020-01-03
Liberty Health Sciences,22,2899755,94680,2315.003,2020-01-03
Fluent,18,3398961,199710,601.627,2020-01-03
VidaCann,13,2257821,62606,248.379,2020-01-03
GrowHealthy,12,1983907,74394,651.113,2020-01-03
AltMed Florida (MüV),12,4796001,77583,996.905,2020-01-03
MedMen,10,944131,10843,45.522,2020-01-03
Harvest,6,140995,2175,257.94,2020-01-03
GTI (Rise Dispensaries),6,561680,12315,300.25,2020-01-03
Columbia Care Florida,6,50400,3000,128.875,2020-01-03
One Plant,1,54058,0,187.565,2020-01-03
Trulieve,42,44890155,669622,9765.734,2019-12-27
Surterra Welln ess,37,9616390,429489,973.255,2019-12-27
Curaleaf,28,8436837,141454,1722.655,2019-12-27
Liberty Health Sciences,22,4139861,179395,2739.162,2019-12-27
Fluent,18,4373595,257990,735.294,2019-12-27
Cresco Florida,13,3212480,108724,193.639,2019-12-27
GrowHealthy,12,3632084,126796,784.914,2019-12-27
AltMed Florida (MüV),11,8443479,127097,1924.966,2019-12-27
MedMen,10,1258493,14771,89.702,2019-12-27
Harvest,6,213825,1595,521.357,2019-12-27
GTI (Rise Dispensaries),6,1074400,18965,387.02,2019-12-27
Columbia Care Florida,6,46650,5400,158.426,2019-12-27
One Plant,1,56000,0,256.857,2019-12-27
Trulieve,42,47239651,682054,10635.13,2019-12-20
Surterra Welln ess,37,10919028,544456,1145.725,2019-12-20
Curaleaf,28,8714672,174393,1501.342,2019-12-20
Liberty Health Sciences,22,4497771,160705,2885.199,2019-12-20
Fluent,18,3891299,238620,796.406,2019-12-20
Cresco Florida,13,3896571,77752,163.287,2019-12-20
GrowHealthy,12,4373734,130971,704.862,2019-12-20
AltMed Florida (MüV),11,6810957,123342,1472.266,2019-12-20
MedMen,10,1310794,22305,96.425,2019-12-20
Harvest,6,287305,2965,411.403,2019-12-20
GTI (Rise Dispensaries),6,861167,27514,393.193,2019-12-20
Columbia Care Florida,6,47550,3600,128.25,2019-12-20
One Plant,1,83907,0,331.187,2019-12-20
Trulieve,41,34875258,630909,10289.294,2019-12-13
Surterra Welln ess,37,9816643,504224,1097.485,2019-12-13
Curaleaf,28,8716446,159607,2132.804,2019-12-13
Liberty Health Sciences,21,2942186,135570,2636.544,2019-12-13
Fluent,18,4085869,286290,746.45,2019-12-13
Cresco Florida,13,3528442,117572,349.615,2019-12-13
GrowHealthy,11,1858829,101616,345.067,2019-12-13
MedMen,10,1291052,20471,68.916,2019-12-13
Harvest,6,348907,1895,339.831,2019-12-13
GTI (Rise Dispensaries),6,725814,27873,333.25,2019-12-13
Columbia Care Florida,6,54000,7800,118.5,2019-12-13
One Plant,1,73363,0,231.062,2019-12-13
Trulieve,40,49425965,758862,9237.231,2019-12-06
Surterra Welln ess,36,9990680,553771,1056.453,2019-12-06
Curaleaf,28,11148872,173650,2831.652,2019-12-06
Liberty Health Sciences,19,3375282,168220,2867.945,2019-12-06
Fluent,18,3779347,251700,649.088,2019-12-06
Cresco Florida,13,2578928,114564,201.275,2019-12-06
GrowHealthy,11,1899245,107942,411.726,2019-12-06
AltMed Florida (MüV),11,5963286,110896,1646.351,2019-12-06
MedMen,10,1391802,20258,90.15,2019-12-06
Harvest,6,230115,1535,452.838,2019-12-06
GTI (Rise Dispensaries),6,832565,13282,473.25,2019-12-06
Columbia Care Florida,6,52950,7950,87.875,2019-12-06
One Plant,1,163610,406,351.742,2019-12-06
Trulieve,40,36676999,559414,8650.045,2019-11-29
Curaleaf,28,7532758,178401,1953.479,2019-11-29
Liberty Health Sciences,19,3498210,131940,2787.322,2019-11-29
Fluent,18,3805233,281970,700.354,2019-11-29
Cresco Florida,13,2871519,98511,360.515,2019-11-29
GrowHealthy,11,2707858,106115,292.611,2019-11-29
AltMed Florida (MüV),11,8549714,168501,1382.622,2019-11-29
MedMen,10,1330668,14908,119.491,2019-11-29
Harvest,6,272545,580,383.806,2019-11-29
GTI (Rise Dispensaries),6,751564,27442,413.625,2019-11-29
One Plant,1,57205,0,268.01,2019-11-29
Trulieve,40,40313106,640316,8728.82,2019-11-22
Surterra Welln ess,36,9303603,546445,421.711,2019-11-22
Curaleaf,27,7893544,215329,1593.049,2019-11-22
Liberty Health Sciences,19,3210330,130415,2544.252,2019-11-22
Fluent,17,3528030,278180,927.261,2019-11-22
Cresco Florida,13,2413427,125147,323.124,2019-11-22
AltMed Florida (MüV),10,6165558,114269,1507.544,2019-11-22
MedMen,10,1393666,20703,71.0,2019-11-22
GrowHealthy,10,2247703,77787,287.779,2019-11-22
Harvest,6,194515,145,636.061,2019-11-22
GTI (Rise Dispensaries),6,793531,12666,513.647,2019-11-22
One Plant,1,55898,897,397.236,2019-11-22
Trulieve,40,36259175,644625,7814.207,2019-11-15
Surterra Welln ess,36,9276581,553345,418.916,2019-11-15
Curaleaf,27,8395108,171286,2539.73,2019-11-15
Liberty Health Sciences,19,3135792,152890,2334.082,2019-11-15
Fluent,17,3756672,252470,117.229,2019-11-15
Cresco Florida (formerly VidaCann),13,2817102,68698,164.845,2019-11-15
AltMed Florida (MüV),10,7636355,97263,1532.588,2019-11-15
GrowHealthy,9,2275547,74658,222.154,2019-11-15
MedMen,9,1463637,26471,134.234,2019-11-15
Harvest,6,213110,0,440.956,2019-11-15
GTI (Rise Dispensaries),5,801468,11346,599.5,2019-11-15
One Plant,1,27135,0,269.834,2019-11-15
Trulieve,40,38176552,606669,6856.287,2019-11-08
Surterra Welln ess,36,9760263,571831,420.76,2019-11-08
Curaleaf,26,6672687,205800,3718.083,2019-11-08
Liberty Health Sciences,19,3192685,164435,2652.685,2019-11-08
Fluent,16,3957117,243435,521.693,2019-11-08
Cresco Florida (formerly VidaCann),13,2628171,45122,259.255,2019-11-08
AltMed Florida (MüV),10,5664323,74296,1413.555,2019-11-08
GrowHealthy,9,4862342,108338,225.855,2019-11-08
MedMen,8,1506260,20215,104.934,2019-11-08
Harvest,6,249101,1085,169.766,2019-11-08
GTI (Rise Dispensaries),5,884071,13970,609.0,2019-11-08
One Plant,1,1794,0,119.893,2019-11-08
Trulieve,38,41977408,551290,6739.755,2019-11-01
Surterra Welln ess,36,8973299,477475,369.92,2019-11-01
Curaleaf,26,7902917,219123,1440.9,2019-11-01
Liberty Health Sciences,19,3523821,140045,2927.098,2019-11-01
Fluent,16,3987920,316300,463.434,2019-11-01
Cresco Florida (formerly VidaCann),13,2851471,58670,241.944,2019-11-01
GrowHealthy,9,2456538,29564,246.751,2019-11-01
AltMed Florida (MüV),9,5694786,189961,1539.419,2019-11-01
MedMen,7,1619790,23397,111.898,2019-11-01
Harvest,6,393029,0,171.161,2019-11-01
GTI (Rise Dispensaries),5,850343,20470,644.235,2019-11-01
Trulieve,37,40259220,616357,6352.702,2019-10-25
Surterra Welln ess,36,8877541,490662,345.584,2019-10-25
Curaleaf,26,9154271,289697,1605.619,2019-10-25
Liberty Health Sciences,18,3222345,154025,2858.971,2019-10-25
Fluent,16,3282279,270420,493.067,2019-10-25
VidaCann,13,2643146,49420,217.541,2019-10-25
GrowHealthy,9,3054078,29454,537.873,2019-10-25
AltMed Florida (MüV),9,6760501,133875,1386.194,2019-10-25
MedMen,7,1016991,12639,146.348,2019-10-25
Harvest,6,211420,0,76.432,2019-10-25
GTI (Rise Dispensaries),5,833336,12011,543.18,2019-10-25
Trulieve,37,38653152,616363,4353.06,2019-10-18
Surterra Welln ess,35,8801357,478433,361.76,2019-10-18
Curaleaf,26,10360721,311352,795.273,2019-10-18
Liberty Health Sciences,17,3553610,156935,2958.366,2019-10-18
Fluent,16,3282496,172590,488.954,2019-10-18
VidaCann,13,2599738,59911,80.1,2019-10-18
GrowHealthy,9,2291288,49232,485.33,2019-10-18
AltMed Florida (MüV),9,6819014,131413,1565.886,2019-10-18
Harvest,6,199405,0,254.555,2019-10-18
GTI (Rise Dispensaries),5,816196,2055,425.625,2019-10-18
MedMen,5,991060,13781,124.634,2019-10-18
Trulieve,37,41605241,659862,4855.582,2019-10-11
Surterra Welln ess,34,8978779,536477,139.54,2019-10-11
Curaleaf,26,8600841,341486,1779.728,2019-10-11
Liberty Health Sciences,17,3235670,140390,2660.322,2019-10-11
Fluent,16,3028509,212130,891.712,2019-10-11
VidaCann,13,2249786,70905,55.375,2019-10-11
GrowHealthy,9,2322331,31356,414.756,2019-10-11
AltMed Florida (MüV),9,5358188,172925,1106.549,2019-10-11
Harvest,6,184400,1380,245.642,2019-10-11
GTI (Rise Dispensaries),5,661183,5643,336.5,2019-10-11
MedMen,5,847685,13085,116.951,2019-10-11
Trulieve,37,37318166,680475,5695.707,2019-10-04
Surterra Welln ess,33,9308348,506952,164.74,2019-10-04
Curaleaf,26,10091587,358627,2361.934,2019-10-04
Liberty Health Sciences,17,3118282,172785,2402.013,2019-10-04
Fluent,16,3289226,279800,572.096,2019-10-04
VidaCann,13,2795937,70258,67.875,2019-10-04
GrowHealthy,9,2237633,10966,458.239,2019-10-04
AltMed Florida (MüV),8,5883742,121441,1113.715,2019-10-04
Harvest,6,314815,1320,220.845,2019-10-04
GTI (Rise Dispensaries),5,674487,12594,300.0,2019-10-04
MedMen,4,740616,13511,88.653,2019-10-04
Trulieve,35,38599588,678962,4830.222,2019-09-27
Surterra Welln ess,33,8980534,492951,364.69,2019-09-27
Curaleaf,26,9521786,281338,2256.024,2019-09-27
Liberty Health Sciences,17,3211699,149035,2584.665,2019-09-27
Fluent,16,3571165,277290,330.558,2019-09-27
VidaCann,13,2354020,68258,11.75,2019-09-27
GrowHealthy,9,2276801,22681,386.096,2019-09-27
AltMed Florida (MüV),8,4360611,129027,889.619,2019-09-27
Harvest,6,343995,0,304.866,2019-09-27
GTI (Rise Dispensaries),5,556731,9504,310.626,2019-09-27
MedMen,4,360380,7502,66.295,2019-09-27
Trulieve,33,41796822,603297,6144.044,2019-09-20
Surterra Welln ess,33,9422505,554667,350.042,2019-09-20
Curaleaf,26,8905109,336063,2255.969,2019-09-20
Liberty Health Sciences,16,2755999,152370,2306.433,2019-09-20
Fluent,16,2998509,308531,129.991,2019-09-20
VidaCann,13,2449789,82574,132.7,2019-09-20
GrowHealthy,9,1826178,34185,494.512,2019-09-20
AltMed Florida (MüV),8,5584551,107465,878.671,2019-09-20
Harvest,6,211035,10,219.754,2019-09-20
GTI (Rise Dispensaries),5,608004,9067,261.0,2019-09-20
MedMen,4,253594,3748,78.712,2019-09-20
Trulieve,33,37838800,568673,5572.009,2019-09-13
Surterra Welln ess,33,8875457,528385,355.381,2019-09-13
Curaleaf,26,9169836,364273,2059.358,2019-09-13
Liberty Health Sciences,16,2908414,155841,2288.601,2019-09-13
Fluent,15,3362930,306450,76.189,2019-09-13
VidaCann,13,2632399,92553,163.363,2019-09-13
GrowHealthy,9,2744814,41417,452.357,2019-09-13
AltMed Florida (MüV),7,4321089,117227,771.303,2019-09-13
Harvest,6,189715,460,229.479,2019-09-13
GTI (Rise Dispensaries),5,589749,5384,324.575,2019-09-13
MedMen,1,227291,2860,93.056,2019-09-13
Trulieve,31,32996241,498338,5358.058,2019-09-06
Surterra Welln ess,31,8871569,471616,330.75,2019-09-06
Curaleaf,26,7575842,323036,1682.517,2019-09-06
Liberty Health Sciences,16,3095143,98100,2115.912,2019-09-06
Fluent,15,2476670,183105,284.4,2019-09-06
